State,variable_detailed,variatble_type,value,file
Connecticut,black_proportion,state_demographic,0.116,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,hispanic_proportion,state_demographic,0.154,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,asian_proportion,state_demographic,0.046,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,native_american_proportion,state_demographic,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,white_proportion,state_demographic,0.682,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,black_proportion,population_data_collected,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,hispanic_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Connecticut,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,black_proportion,DNA_collection_breakdown,0.799,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,hispanic_proportion,DNA_collection_breakdown,0.056,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,white_proportion,DNA_collection_breakdown,0.145,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,black,DNA_collection_breakdown,9399,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,hispanic,DNA_collection_breakdown,660,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,white,DNA_collection_breakdown,1701,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,black_proportion,state_demographic,0.224,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,hispanic_proportion,state_demographic,0.09,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,asian_proportion,state_demographic,0.039,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,native_american_proportion,state_demographic,0.007,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,white_proportion,state_demographic,0.632,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,black_proportion,population_data_collected,0.044,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,hispanic_proportion,population_data_collected,0.008,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Delaware,white_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,black_proportion,DNA_collection_breakdown,0.348,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,hispanic_proportion,DNA_collection_breakdown,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,asian_proportion,DNA_collection_breakdown,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,native_american_proportion,DNA_collection_breakdown,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,white_proportion,DNA_collection_breakdown,0.64,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,black,DNA_collection_breakdown,20152,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,hispanic,DNA_collection_breakdown,4338,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,asian,DNA_collection_breakdown,4420,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,native_american,DNA_collection_breakdown,1074,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,white,DNA_collection_breakdown,514348,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,black_proportion,state_demographic,0.168,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,hispanic_proportion,state_demographic,0.245,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,asian_proportion,state_demographic,0.028,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,native_american_proportion,state_demographic,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,white_proportion,state_demographic,0.553,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,black_proportion,population_data_collected,0.081,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,hispanic_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,asian_proportion,population_data_collected,0.008,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,native_american_proportion,population_data_collected,0.1,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Florida,white_proportion,population_data_collected,0.045,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,black_proportion,DNA_collection_breakdown,0.545,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,hispanic_proportion,DNA_collection_breakdown,0.024,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,asian_proportion,DNA_collection_breakdown,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,native_american_proportion,DNA_collection_breakdown,0.0005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,white_proportion,DNA_collection_breakdown,0.421,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,black,DNA_collection_breakdown,9851,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,hispanic,DNA_collection_breakdown,433,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,asian,DNA_collection_breakdown,72,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,native_american,DNA_collection_breakdown,9,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,white,DNA_collection_breakdown,4682,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,black_proportion,state_demographic,0.317,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,hispanic_proportion,state_demographic,0.094,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,asian_proportion,state_demographic,0.04,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,native_american_proportion,state_demographic,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,white_proportion,state_demographic,0.539,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,black_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,hispanic_proportion,population_data_collected,0.0004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,asian_proportion,population_data_collected,0.0002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,native_american_proportion,population_data_collected,0.0002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Georgia,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,black_proportion,DNA_collection_breakdown,0.046,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,hispanic_proportion,DNA_collection_breakdown,0.046,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,asian_proportion,DNA_collection_breakdown,0.216,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,native_american_proportion,DNA_collection_breakdown,0.421,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,white_proportion,DNA_collection_breakdown,0.271,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,black,DNA_collection_breakdown,516,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,hispanic,DNA_collection_breakdown,516,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,asian,DNA_collection_breakdown,2399,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,native_american,DNA_collection_breakdown,4682,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,white,DNA_collection_breakdown,3018,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,black_proportion,state_demographic,0.026,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,hispanic_proportion,state_demographic,0.104,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,asian_proportion,state_demographic,0.373,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,native_american_proportion,state_demographic,0.099,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,white_proportion,state_demographic,0.229,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,black_proportion,population_data_collected,0.014,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,hispanic_proportion,population_data_collected,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,asian_proportion,population_data_collected,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,native_american_proportion,population_data_collected,0.033,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Hawaii,white_proportion,population_data_collected,0.009,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,black_proportion,DNA_collection_breakdown,0.03,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,hispanic_proportion,DNA_collection_breakdown,0.162,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,native_american_proportion,DNA_collection_breakdown,3,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,white_proportion,DNA_collection_breakdown,0.778,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,black,DNA_collection_breakdown,244,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,hispanic,DNA_collection_breakdown,1300,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,native_american,DNA_collection_breakdown,244,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,white,DNA_collection_breakdown,6253,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,black_proportion,state_demographic,0.008,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,hispanic_proportion,state_demographic,0.122,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,asian_proportion,state_demographic,0.015,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,native_american_proportion,state_demographic,0.017,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,white_proportion,state_demographic,0.825,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,black_proportion,population_data_collected,0.018,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,hispanic_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,native_american_proportion,population_data_collected,0.009,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Idaho,white_proportion,population_data_collected,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,black_proportion,DNA_collection_breakdown,0.582,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,hispanic_proportion,DNA_collection_breakdown,0.126,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,white_proportion,DNA_collection_breakdown,0.293,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,black,DNA_collection_breakdown,18094,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,hispanic,DNA_collection_breakdown,3906,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,white,DNA_collection_breakdown,9094,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,black_proportion,state_demographic,0.147,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,hispanic_proportion,state_demographic,0.169,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,asian_proportion,state_demographic,0.055,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,native_american_proportion,state_demographic,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,white_proportion,state_demographic,0.619,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,black_proportion,population_data_collected,0.01,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,hispanic_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Illinois,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,black_proportion,DNA_collection_breakdown,0.248,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,hispanic_proportion,DNA_collection_breakdown,0.028,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,white_proportion,DNA_collection_breakdown,0.724,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,black,DNA_collection_breakdown,3591,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,hispanic,DNA_collection_breakdown,398,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,white,DNA_collection_breakdown,10479,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,black_proportion,state_demographic,0.096,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,hispanic_proportion,state_demographic,0.067,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,asian_proportion,state_demographic,0.021,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,native_american_proportion,state_demographic,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,white_proportion,state_demographic,0.8,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,black_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,hispanic_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Indiana,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,black_proportion,DNA_collection_breakdown,0.208,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,hispanic_proportion,DNA_collection_breakdown,0.033,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,asian_proportion,DNA_collection_breakdown,0.009,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,native_american_proportion,DNA_collection_breakdown,0.011,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,white_proportion,DNA_collection_breakdown,0.74,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,black,DNA_collection_breakdown,4793,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,hispanic,DNA_collection_breakdown,751,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,asian,DNA_collection_breakdown,199,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,native_american,DNA_collection_breakdown,253,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,white,DNA_collection_breakdown,17021,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,black_proportion,state_demographic,0.035,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,hispanic_proportion,state_demographic,0.057,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,asian_proportion,state_demographic,0.024,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,native_american_proportion,state_demographic,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,white_proportion,state_demographic,0.867,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,black_proportion,population_data_collected,0.044,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,hispanic_proportion,population_data_collected,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,asian_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,native_american_proportion,population_data_collected,0.016,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Iowa,white_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,black_proportion,DNA_collection_breakdown,0.268,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,asian_proportion,DNA_collection_breakdown,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,native_american_proportion,DNA_collection_breakdown,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,white_proportion,DNA_collection_breakdown,0.728,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,black,DNA_collection_breakdown,13016,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,asian,DNA_collection_breakdown,62,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,native_american,DNA_collection_breakdown,142,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,white,DNA_collection_breakdown,35318,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,black_proportion,state_demographic,0.063,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,hispanic_proportion,state_demographic,0.116,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,asian_proportion,state_demographic,0.029,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,native_american_proportion,state_demographic,0.012,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,white_proportion,state_demographic,0.764,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,black_proportion,population_data_collected,0.07,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,asian_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,native_american_proportion,population_data_collected,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kansas,white_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,black_proportion,DNA_collection_breakdown,0.293,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,hispanic_proportion,DNA_collection_breakdown,0.051,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,native_american_proportion,DNA_collection_breakdown,0.01,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,white_proportion,DNA_collection_breakdown,0.647,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,black,DNA_collection_breakdown,34762,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,hispanic,DNA_collection_breakdown,5993,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,native_american,DNA_collection_breakdown,1199,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,white,DNA_collection_breakdown,76716,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,black_proportion,state_demographic,0.083,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,hispanic_proportion,state_demographic,0.034,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,asian_proportion,state_demographic,0.014,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,native_american_proportion,state_demographic,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,white_proportion,state_demographic,0.851,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,black_proportion,population_data_collected,0.094,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Kentucky,hispanic_proportion,population_data_collected,0.04,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
