Allele,Marker,Frequency,Population,Sample_Size
PPE,...22,0.7457326728761031,"1036 revised AfAm,",=342
PPE,...23,0.5347130531413886,"1036 revised AfAm,",=342
PPE,...24,0.636796821564832,"1036 revised AfAm,",=342
PPE,...25,0.7607413143010336,"1036 revised AfAm,",=342
PPE,...26,0.8069482513463749,"1036 revised AfAm,",=342
PPE,...27,0.8606238627705404,"1036 revised AfAm,",=342
PPE,...28,0.5258965685309256,"1036 revised AfAm,",=342
PPE,...29,0.5543238043237718,"1036 revised AfAm,",=342
PPE,...30,0.6282556525851787,"1036 revised AfAm,",=342
HWE,...2,0.973437,"1036 revised AfAm,",=342
HWE,...3,0.547813,"1036 revised AfAm,",=342
HWE,...4,0.230625,"1036 revised AfAm,",=342
HWE,...5,0.44125,"1036 revised AfAm,",=342
HWE,...6,0.0875,"1036 revised AfAm,",=342
HWE,...7,0.826562,"1036 revised AfAm,",=342
HWE,...8,0.437188,"1036 revised AfAm,",=342
HWE,...9,0.10125,"1036 revised AfAm,",=342
HWE,...10,0.2025,"1036 revised AfAm,",=342
HWE,...11,0.27375,"1036 revised AfAm,",=342
HWE,...12,0.933125,"1036 revised AfAm,",=342
HWE,...13,0.051875,"1036 revised AfAm,",=342
HWE,...14,0.909687,"1036 revised AfAm,",=342
HWE,...15,0.642813,"1036 revised AfAm,",=342
HWE,...16,0.44375,"1036 revised AfAm,",=342
HWE,...17,0.564375,"1036 revised AfAm,",=342
HWE,...18,0.6175,"1036 revised AfAm,",=342
HWE,...19,0.314063,"1036 revised AfAm,",=342
HWE,...20,0.919687,"1036 revised AfAm,",=342
HWE,...21,0.675,"1036 revised AfAm,",=342
HWE,...22,0.3225,"1036 revised AfAm,",=342
HWE,...23,0.514062,"1036 revised AfAm,",=342
HWE,...24,0.380312,"1036 revised AfAm,",=342
HWE,...25,0.399375,"1036 revised AfAm,",=342
HWE,...26,0.397188,"1036 revised AfAm,",=342
HWE,...27,0.932187,"1036 revised AfAm,",=342
HWE,...28,0.774062,"1036 revised AfAm,",=342
HWE,...29,0.847187,"1036 revised AfAm,",=342
HWE,...30,0.787188,"1036 revised AfAm,",=342
