Allele,Marker,Frequency,Population,Sample_Size
PI,...11,0.09213860854787496,"1036 revised all,",=1036
PI,...12,0.02201070347788495,"1036 revised all,",=1036
PI,...13,0.08411659039072167,"1036 revised all,",=1036
PI,...14,0.0915013193005471,"1036 revised all,",=1036
PI,...15,0.11042433774094006,"1036 revised all,",=1036
PI,...16,0.0320079456179842,"1036 revised all,",=1036
PI,...17,0.07265097419537574,"1036 revised all,",=1036
PI,...18,0.05577957991085404,"1036 revised all,",=1036
PI,...19,0.06755825047330836,"1036 revised all,",=1036
PI,...20,0.09716238577242436,"1036 revised all,",=1036
PI,...21,0.1130256704581029,"1036 revised all,",=1036
PI,...22,0.03078740627003175,"1036 revised all,",=1036
PI,...23,0.1333667506447429,"1036 revised all,",=1036
PI,...24,0.0769796961881904,"1036 revised all,",=1036
PI,...25,0.038112441363859134,"1036 revised all,",=1036
PI,...26,0.01464460875657787,"1036 revised all,",=1036
PI,...27,0.006605819829758076,"1036 revised all,",=1036
PI,...28,0.07656788062193466,"1036 revised all,",=1036
PI,...29,0.13553175103269627,"1036 revised all,",=1036
PI,...30,0.06110336757054902,"1036 revised all,",=1036
PPE,...2,0.518508654342867,"1036 revised all,",=1036
PPE,...3,0.569892038286978,"1036 revised all,",=1036
PPE,...4,0.7596560918791317,"1036 revised all,",=1036
PPE,...5,0.5923239897849405,"1036 revised all,",=1036
PPE,...6,0.5917475312806945,"1036 revised all,",=1036
PPE,...7,0.7623969298943786,"1036 revised all,",=1036
PPE,...8,0.6509138515510187,"1036 revised all,",=1036
PPE,...9,0.7836298482855354,"1036 revised all,",=1036
PPE,...10,0.6966397758456615,"1036 revised all,",=1036
PPE,...11,0.5614038885379028,"1036 revised all,",=1036
PPE,...12,0.7816126658169904,"1036 revised all,",=1036
PPE,...13,0.5739300733546279,"1036 revised all,",=1036
PPE,...14,0.5480332391674794,"1036 revised all,",=1036
PPE,...15,0.5146158286449609,"1036 revised all,",=1036
PPE,...16,0.7352089879961817,"1036 revised all,",=1036
PPE,...17,0.6003558599972285,"1036 revised all,",=1036
PPE,...18,0.6469913088110523,"1036 revised all,",=1036
PPE,...19,0.6084842739944782,"1036 revised all,",=1036
PPE,...20,0.5377259011114179,"1036 revised all,",=1036
PPE,...21,0.5038512839873475,"1036 revised all,",=1036
PPE,...22,0.7422850584933129,"1036 revised all,",=1036
PPE,...23,0.47313184415823994,"1036 revised all,",=1036
PPE,...24,0.592263806485377,"1036 revised all,",=1036
PPE,...25,0.7144253556287519,"1036 revised all,",=1036
PPE,...26,0.8271662120316863,"1036 revised all,",=1036
PPE,...27,0.8881442166016607,"1036 revised all,",=1036
PPE,...28,0.5804438778530979,"1036 revised all,",=1036
PPE,...29,0.470018130873283,"1036 revised all,",=1036
PPE,...30,0.6281137062899846,"1036 revised all,",=1036
HWE,...2,0.443125,"1036 revised all,",=1036
HWE,...3,0.514375,"1036 revised all,",=1036
HWE,...4,0.18625,"1036 revised all,",=1036
HWE,...5,0,"1036 revised all,",=1036
HWE,...6,0.070938,"1036 revised all,",=1036
HWE,...7,0.752188,"1036 revised all,",=1036
HWE,...8,0.155625,"1036 revised all,",=1036
HWE,...9,0.128125,"1036 revised all,",=1036
HWE,...10,0.506563,"1036 revised all,",=1036
HWE,...11,0.018437,"1036 revised all,",=1036
HWE,...12,0.207813,"1036 revised all,",=1036
HWE,...13,0.38125,"1036 revised all,",=1036
HWE,...14,0.667813,"1036 revised all,",=1036
HWE,...15,0.327188,"1036 revised all,",=1036
HWE,...16,0.29125,"1036 revised all,",=1036
HWE,...17,0.424063,"1036 revised all,",=1036
HWE,...18,0.065625,"1036 revised all,",=1036
HWE,...19,6.25e-4,"1036 revised all,",=1036
HWE,...20,0,"1036 revised all,",=1036
HWE,...21,0.2675,"1036 revised all,",=1036
HWE,...22,0.45875,"1036 revised all,",=1036
HWE,...23,0.075,"1036 revised all,",=1036
HWE,...24,0.0075,"1036 revised all,",=1036
HWE,...25,0.004687,"1036 revised all,",=1036
HWE,...26,0.22,"1036 revised all,",=1036
HWE,...27,0.51625,"1036 revised all,",=1036
HWE,...28,0,"1036 revised all,",=1036
HWE,...29,0.044375,"1036 revised all,",=1036
HWE,...30,0.764375,"1036 revised all,",=1036
